time,intensity
0.0,0.0
0.009775171065493646,0.0
0.019550342130987292,0.0
0.02932551319648094,0.0
0.039100684261974585,0.0
0.04887585532746823,0.0
0.05865102639296188,0.0
0.06842619745845552,0.0
0.07820136852394917,0.0
0.08797653958944282,0.0
0.09775171065493646,0.0
0.10752688172043011,0.0
0.11730205278592376,0.0
0.1270772238514174,0.0
0.13685239491691104,0.0
0.1466275659824047,0.0
0.15640273704789834,0.0
0.16617790811339198,0.0
0.17595307917888564,0.0
0.18572825024437928,0.0
0.19550342130987292,0.0
0.20527859237536658,0.0
0.21505376344086022,0.0
0.22482893450635386,0.0
0.23460410557184752,0.0
0.24437927663734116,0.0
0.2541544477028348,0.0
0.26392961876832843,0.0
0.27370478983382207,0.0
0.28347996089931576,0.0
0.2932551319648094,0.0
0.30303030303030304,0.0
0.3128054740957967,0.0
0.3225806451612903,0.0
0.33235581622678395,0.0
0.3421309872922776,0.0
0.3519061583577713,0.0
0.3616813294232649,0.0
0.37145650048875856,0.0
0.3812316715542522,0.0
0.39100684261974583,0.0
0.40078201368523947,0.0
0.41055718475073316,0.0
0.4203323558162268,0.0
0.43010752688172044,0.0
0.4398826979472141,0.0
0.4496578690127077,0.0
0.45943304007820135,0.0
0.46920821114369504,0.0
0.4789833822091887,0.0
0.4887585532746823,0.0
0.49853372434017595,0.0
0.5083088954056696,0.0
0.5180840664711632,0.0
0.5278592375366569,0.0
0.5376344086021505,0.0
0.5474095796676441,0.0
0.5571847507331378,0.0
0.5669599217986315,0.0
0.5767350928641252,0.0
0.5865102639296188,0.0
0.5962854349951124,0.0
0.6060606060606061,0.0
0.6158357771260997,0.0
0.6256109481915934,0.0
0.635386119257087,0.0
0.6451612903225806,0.0
0.6549364613880743,0.0
0.6647116324535679,0.0
0.6744868035190615,0.0
0.6842619745845552,0.0
0.6940371456500489,0.0
0.7038123167155426,0.0
0.7135874877810362,0.0
0.7233626588465298,0.0
0.7331378299120235,0.0
0.7429130009775171,0.0
0.7526881720430108,0.0
0.7624633431085044,0.0
0.772238514173998,0.0
0.7820136852394917,0.0
0.7917888563049853,0.0
0.8015640273704789,0.0
0.8113391984359726,0.0
0.8211143695014663,0.0
0.83088954056696,0.0
0.8406647116324536,0.0
0.8504398826979472,0.0
0.8602150537634409,0.0
0.8699902248289345,0.0
0.8797653958944281,0.0
0.8895405669599218,0.0
0.8993157380254154,0.0
0.9090909090909091,0.0
0.9188660801564027,0.0
0.9286412512218963,0.0
0.9384164222873901,0.0
0.9481915933528837,0.0
0.9579667644183774,0.0
0.967741935483871,0.0
0.9775171065493646,0.0
0.9872922776148583,0.0
0.9970674486803519,0.0
1.0068426197458455,0.0
1.0166177908113392,0.0
1.0263929618768328,0.0
1.0361681329423265,0.0
1.04594330400782,0.0
1.0557184750733137,0.0
1.0654936461388074,0.0
1.075268817204301,0.0
1.0850439882697946,0.0
1.0948191593352883,0.0
1.104594330400782,0.0
1.1143695014662756,0.0
1.1241446725317692,0.0
1.133919843597263,0.0
1.1436950146627567,0.0
1.1534701857282503,0.0
1.163245356793744,0.0
1.1730205278592376,0.0
1.1827956989247312,0.0
1.1925708699902249,0.0
1.2023460410557185,0.0
1.2121212121212122,0.0
1.2218963831867058,0.0
1.2316715542521994,0.0
1.241446725317693,0.0
1.2512218963831867,0.0
1.2609970674486803,0.0
1.270772238514174,0.0
1.2805474095796676,0.0
1.2903225806451613,0.0
1.300097751710655,0.0
1.3098729227761485,0.0
1.3196480938416422,0.0
1.3294232649071358,0.0
1.3391984359726294,0.0
1.348973607038123,0.0
1.3587487781036167,0.0
1.3685239491691104,0.0
1.3782991202346042,0.0
1.3880742913000979,0.0
1.3978494623655915,0.0
1.4076246334310851,0.0
1.4173998044965788,0.0
1.4271749755620724,0.0
1.436950146627566,0.0
1.4467253176930597,0.0
1.4565004887585533,0.0
1.466275659824047,0.0
1.4760508308895406,0.0
1.4858260019550342,0.0
1.4956011730205279,0.0
1.5053763440860215,0.0
1.5151515151515151,0.0
1.5249266862170088,0.0
1.5347018572825024,0.0
1.544477028347996,0.0
1.5542521994134897,0.0
1.5640273704789833,0.0
1.573802541544477,0.0
1.5835777126099706,0.0
1.5933528836754642,0.0
1.6031280547409579,0.0
1.6129032258064515,0.0
1.6226783968719452,0.0
1.632453567937439,0.0
1.6422287390029326,0.0
1.6520039100684263,0.0
1.66177908113392,0.0
1.6715542521994136,0.0
1.6813294232649072,0.0
1.6911045943304008,0.0
1.7008797653958945,0.0
1.710654936461388,0.0
1.7204301075268817,0.0
1.7302052785923754,0.0
1.739980449657869,0.0
1.7497556207233627,0.0
1.7595307917888563,0.0
1.76930596285435,0.0
1.7790811339198436,0.0
1.7888563049853372,0.0
1.7986314760508308,0.0
1.8084066471163245,0.0
1.8181818181818181,0.0
1.8279569892473118,0.0
1.8377321603128054,0.0
1.847507331378299,0.0
1.8572825024437927,0.0
1.8670576735092863,0.0
1.8768328445747802,0.0
1.8866080156402738,0.0
1.8963831867057674,0.0
1.906158357771261,0.0
1.9159335288367547,0.0
1.9257086999022484,0.0
1.935483870967742,0.0
1.9452590420332356,0.0
1.9550342130987293,0.0
1.964809384164223,0.0
1.9745845552297165,0.0
1.9843597262952102,0.0
1.9941348973607038,0.0
2.0039100684261975,101.17711424201747
2.013685239491691,100.75164472960373
2.0234604105571847,101.91471653645164
2.0332355816226784,102.34232127645382
2.043010752688172,103.61353977309123
2.0527859237536656,103.91754638573188
2.0625610948191593,103.82067290222393
2.072336265884653,104.03125569452146
2.0821114369501466,104.60505385547933
2.09188660801564,104.918803519411
2.101661779081134,106.6190682125376
2.1114369501466275,107.81673388768925
2.121212121212121,108.21525005269618
2.1309872922776147,107.09662957062322
2.1407624633431084,108.83535935614813
2.150537634408602,110.11400357380245
2.1603128054740957,109.29214126741753
2.1700879765395893,109.5263243390993
2.179863147605083,112.06176929074412
2.1896383186705766,111.40446414999266
2.19941348973607,110.46650939429055
2.209188660801564,112.53695048765432
2.2189638318670575,114.50726767442062
2.228739002932551,112.89571693983302
2.2385141739980448,113.60159063935915
2.2482893450635384,115.06465308979756
2.2580645161290325,116.30603628048581
2.267839687194526,115.06243149754916
2.2776148582600197,115.69910068930352
2.2873900293255134,118.7053466936376
2.297165200391007,118.47869633555536
2.3069403714565007,115.97284672015802
2.3167155425219943,118.25750743394858
2.326490713587488,120.80159964978854
2.3362658846529816,119.19531063344799
2.346041055718475,118.40790981287056
2.355816226783969,121.87621630088158
2.3655913978494625,122.70055649904778
